Box Number,Box Size & Weight,Contents,Exp. Date,Date Entered,Reserved For,Shipped To,Date Shipped,Audit 2013
V51,L - ??,46 Shrouds,No EXP,2/13/2012,,,,x
V53,S - ??,Magnetic Instrument Pads x40,No EXP,8/30/2012,,,,x
V54,S - 15 lbs.,Magnetic Instrument Pads x20,No EXP,9/18/2012,,,,x
V57,L - 19.5 lbs.,1800 Raytex (Unsterile),No EXP,10/31/2012,,,,x
V58,L - 18 lbs.,Lap Sponges (Unsterile),No EXP,11/5/2012,,,,x
V59,L - 23 lbs.,850 Small Towels (Paper),No EXP,12/6/2012,,,,x
V60,L - 14 lbs.,Raytex x121 Packs of 10,8/2017,1/4/2013,,,,x
V63,L - 21 lbs.,Lap Sponges,No EXP,1/28/2013,,,,x
V67,S - 14.4 lbs.,"Towels (Cloth, Unsterile) x104",No EXP,4/1/2013,,,,x
V68,L - 17.4 lbs,Raytex (Unsterile),No EXP,4/12/2013,,,,x
V69,L - 22.8 lbs.,Lap Sponges (Unsterile),No EXP,5/13/2013,,,,x
V70,L - 23.0 lbs.,Towels (Unsterile),No EXP,7/11/2013,,,,x
V71,L - 21.0 lbs.,Lap Sponges (Unsterile),No EXP,7/12/2013,,,,x
V72,S - 15.8 lbs.,"Towels (Cloth, Unsterile) x115",No EXP,7/12/2013,,,,x
V73,S - 15.8 lbs.,"Towels (Cloth, Unsterile) x115",No EXP,7/12/2013,,,,x
V74,,,,,,,,
V75,,,,,,,,
V76,,,,,,,,
V77,,,,,,,,
V78,,,,,,,,
V79,,,,,,,,
V80,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
