Box Number,Box Size & Weight,Contents,Exp. Date,Date Entered,Reserved For,Shipped To,Date Shipped,Audit 2013
E60,S - ??,???,,,,,,x
E81,L - ??,Adult Depends,,Clinton,,,,x
E87,L - ??,Adult Depends,,Clinton,,,,x
E88,L - ??,Adult Depends,,Clinton,,,,x
E135,L - ??,Adult Depends,96,Clinton,,,,x
E149,L - ??,Depends (Adult),7 pkgs,Clinton,Rick Blevins,,,x
E159,L - ??,"Depends (Adult, M/L)",100,Clinton,,,,x
E167,L - ??,Depends (Adult),100,Clinton,,,,x
E172,L - ??,Depends (Adult),100,Clinton,,,,x
E185,L - ??,???,,,,,,x
E196,L - ??,Adult Diapers,75,Clinton,,,,x
E205,L - ??,Depends (Adult),89,Clinton,,,,x
E231,L - ??,Adult diapers,8,Clinton,,,,x
E234,L - ??,Adult Diapers,132,Clinton,,,,x
E235,L - ??,???,,,,,,x
E242,L - ??,Adult Diapers,,Clinton,,,,x
E255,L - ??,adult diapers,,Clinton,,,,x
E281,L - ??,???,,,,,,x
E310,L - ??,Adult diapers 5 packs no exp,,9/29/2011,,,,x
E311,L - ??,Adult diapers 7 packs no exp,,9/29/2011,,,,x
E330,L - ??,adult depends,No EXP,12/22/2011,,,,x
E331,L - ??,"pedeatric supplies (02 masks feeding tubes,suction catheters",10/2013,12/27/2011,,,,x
E332,L - ??,Adult diapers 6 pr.of 12,No EXP,12/27/2011,,,,x
E333,L - ??,9 Packages Depends,No EXP,1/4/2012,,,,x
E334,L - ??,8 Packages Incontinet liners,No EXP,1/4/2012,,,,x
E335,L - ??,10Pkgs. of 25 Icontinet liners,No EXP,1/4/2012,,,,x
E336,L - ??,Depends XL@SM,No EXP,1/4/2012,,,,x
E337,L - ??,Adult diapers 8 packs,No EXP,1/11/2012,,,,x
E338,L - ??,72 adult diapers,No EXP,1/18/2012,,,,x
E339,L - ??,Infant diapers,No EXP,1/18/2012,,,,x
E340,L - ??,Adult diapers x 169,No EXP,1/27/2012,,,,x
E341,L - ??,"Pediatric trach x 22, Ambu x 5, suction bulb x 12, burette x 2",1/2013,1/27/2012,,,,NO
E345,L - ??,???,,,,,,x
E346,L - ??,Adult diapers XXL,No EXP,2/22/2012,,,,x
E348,L - ??,Adult diapers,No EXP,2/28/2012,,,,x
E350,L - ??,Adult incontenance briefs,No EXP,3/1/2012,,,,x
E351,L - ??,Underpads (sterile),12/2014,3/21/2012,,,,x
E352,L - ??,Adult diapers x 106,No EXP,3/23/2012,,,,x
