Box Number,Box Size & Weight,Contents,Exp. Date,Date Entered,Reserved For,Shipped To,Date Shipped,Audit 2013
X17,L - ??,"Anesthesia Circuits, Mask CO2 Filters",,Clinton,,,,x
X22,L - ??,Anesthesia Mask,,Clinton,,,,x
X37,L - ??,Anesthesia Circuits/Masks,"2, 86",Clinton,,,,x
X53,L - ??,Anesthesia Breathing Circuits & Masks,"3, 150",Clinton,,,,x
X64,L - ??,Anesthesia Mask,,Clinton,,,,x
X70,L - ??,Anesthesia Mix,,Clinton,,,,x
X73,L - ??,Anesthesia Circuits & Masks,,Clinton,,,,x
X74,L - ??,Anesthesia Mix & Breathing Circuits,,Clinton,,,,x
X77,L - ??,Anesthesia Mix,,Clinton,,,,x
X78,L - ??,"Adult Masks, Anesthesia Tubing, Breathing System Filter",,Clinton,,,,x
X80,L - ??,Anesthesia Mix,,Clinton,,,,x
X81,L - ??,"Anesthesia Mix, O2 Sensors, Circuit Extension Tubes",,Clinton,,,,x
X82,L - ??,"Anesthesia Mix: Humidivents (103), Spinal Trays (3), Head Rests (6)",,Clinton,,,,x
X83,L - ??,Anesthesia Mix,12/5/2013,Clinton,,,,x
X84,L - ??,Anesthesia Mix,,Clinton,,,,x
X88,L - ??,Ventilation Circuits & Masks,No EXP,Clinton,,,,x
X95,L - ??,50 Disposable Tourniquet Cuffs,1/1/2014,10/14/2011,,,,x
X96,L - ??,Anesthesia Mix,No EXP,11/3/2011,,,,x
X97,L - ??,"Short, Med., Long Tubes; Male Connectors; 49 Med. Tubes, 8 Short Tubes; 7 Male-Male Connectors; 2 Suction Tips; 3 Y-Connectors; 9 Suction Toothbrushes",No EXP,11/9/2011,,,,x
X101,L - ??,Ventilator Tubing x15,No EXP,12/22/2011,,,,x
X103,L - ??,Needle Boxes,No EXP,,,,,x
X104,L - ??,"14 ea. 7"" Headrest Pillows w/ Intubation Slot",No EXP,1/18/2012,,,,x
X106,L - ??,"Sutures (Expired) 81, plus loose",No EXP,2/3/2012,,,,x
X111,L - ??,Anesthesia Mix x12,No EXP,3/23/2012,,,,x
X112,L - ??,30 ea. Adult Breathing Circuits,No EXP,4/5/2012,,,,x
X113,L - ??,Anesthesia Tubing x34,No EXP,5/7/2012,,,,x
X114,L - ??,Needle Boxes,12/2016,6/20/2012,,,,x
X115,L - ??,Anesthesia Tubing x34,No EXP,7/3/2012,,,,x
X116,L - ??,Pediatric Anesthesia Tubing x41,No EXP,7/3/2012,,,,x
X117,L - ??,Ventilator Tubing,No EXP,7/3/2012,,,,x
X118,L - ??,Ventilator Tubing,No EXP,7/3/2012,,,,x
X119,L - 19.5 lbs.,"Needle Boxes: Sterile x110, Unsterile x80",12/2016,9/17/2012,,,,x
X120,L - 12.5 lbs.,Breathing Circuits (22mm) x12,No EXP,9/18/2012,,,,x
X121,L - 16 lbs.,Disposable Bi-Level Circuit w/ Filter x23,No EXP,9/18/2012,,,,x
X122,L - 17.5 lbs.,Universal Single Limb Ventilator Circuit x7; Airlife Universal Portable Volume Ventilator Circuit x7; Universal Ventilator Circuit x16,No EXP,9/18/2012,,,,x
X123,L - 14.5 lbs.,Universal Non-Invasive Ventilator Circuit x21,No EXP,9/18/2012,,,,x
X125,L - 15 lbs.,Universal Ventilator Circuit x6; Disposable Heated Wire Non-Invasive Ventilator Circuit x7; Single Limb Heated Wire Ventilator Circuit x3,No EXP,9/18/2012,,,,x
X126,L - 15.5 lbs.,Disposable Bi-Level Circuit w/ Filter x23,No EXP,9/18/2012,,,,x
X127,L - 16.5 lbs.,Disposable Bi-Level Circuit w/ Filter x25,No EXP,9/18/2012,,,,x
X128,L - 11.5 lbs.,Anesthesia Mask Circuit x14,No EXP,9/18/2012,,,,x
X129,L - 14.5 lbs.,Universal Neonatal Ventilator Circuit x22; Breathing Circuit 10mm x1,No EXP,9/18/2012,,,,x
X130,L - 17.5 lbs.,Universal Ventilator Circuit x16,No EXP,9/18/2012,,,,x
X131,L - 25 lbs.,4 Anesthesia Pillows; 4 Anesthesia Breathing Circuit Tubing; 216 Spoz Sonior Wraps,No EXP,9/28/2012,,,,x
X132,L - 20 lbs.,12 OSMO Free Maintainance Water Removal Kits & Breathing Circuit,No EXP,9/28/2012,,,,x
X133,L - 13.2 lbs.,Disposable Bi-Level Circuit w/ Filter,No EXP,9/28/2012,,,,x
X134,L - 6.75 lbs.,Anesthesia Podiatary Cath Sets; Arterial Sampling Kits; BP Pads; etc.,12/2015,10/8/2012,,,,x
X135,L - 9.5 lbs.,Anesthesia Head Rest Pillows x4; Adult Breathing Circuit x5; Trach Tabs x10,10/2016,10/8/2012,,,,x
X136,L - 12 lbs.,Anesthesia Headrest Pillows x7; Adult Breathing Circuits x6; Masks x8; 2 Bags,No EXP,10/8/2012,,,,x
X137,L - ??,Anesthesia Headrest Pillows x16,,10/8/2012,,,,x
X138,L - 4.5 lbs.,Anesthesia Headrest Pillows x16,No EXP,10/8/2012,,,,x
X139,L - 6 lbs.,Anesthesia Headrest Pillows x12,No EXP,10/8/2012,,,,x
X140,L - 18 lbs.,Plastics: 19 Lg. Basins; 59 Sm. Basins; 23 Emesis Basins; 16 Graduates; 2 Funnels,No EXP,10/24/2012,,,,x
X143,L - 18 lbs.,Other Plastics: Lg. Round Basins (20); Emesis Basins (25); Rectangle Basins (4); Round Blue Bowls (14); Pitchers (2); Trays (101),No EXP,10/31/2012,,,,x
X144,L - 27 lbs.,Other Plastics: Lg. Round Basins (14); Rectangle Basins (10); Graduates (3); Emesis Basins (7); Bowls (8); Pitcher (1); Trays (47),No EXP,10/31/2012,,,,x
X145,L - 22 lbs.,Assorted Plastics: Emesis Basins (7); Bath Basins (17); Liter Urine Measurers (7); Sm. Plastic Trays (150); Spray Bottle Heads (12); Measure Pitchers (6); Sm. Bowls (12),No EXP,11/5/2012,,,,x
X146,L - 26 lbs.,"Plastics: Lg. & Sm. Bowls, etc.",No EXP,11/19/2012,,,,x
X147,L - 20 lbs.,"Plastics: Trays, Sm. Bowls, Emisis Basins, etc.",No EXP,11/20/2012,,,,x
X148,L - 16 lbs.,Empty Pill Bottles,No EXP,11/20/2012,,,,x
X149,L - 20 lbs.,Blue Basins (28); Sm. Round (25); Kidney (27); Other (36),No EXP,11/20/2012,,,,x
X150,L - 10 lbs.,40 Plastic Water Pitchers,No EXP,11/26/2012,,,,x
X151,L - 17.5 lbs.,"Plastics: Water Bottles, Pitchers, Basins, etc. -- All Sizes",No EXP,12/3/2012,,,,x
X152,L - 15 lbs.,Pill Bottles,No EXP,12/6/2012,,,,x
X153,L - 22.5 lbs.,Plastics: 40 Trays; 18 Bowls; 7 Emesis; 3 Graduates,No EXP,1/4/2013,,,,x
X154,L - 22 lbs.,Plastics: 30 Trays; 38 Bowls; 10 Emesis; 3 Graduates,No EXP,1/4/2013,,,,x
X155,L - 26.5 lbs.,"Plastics: Bowls, Pitchers, Trays",No EXP,1/8/2013,,,,x
X156,L - 25 lbs.,Plastics: 48 Lg. Basins; 16 Trays,No EXP,1/8/2013,,,,x
X157,L - 21 lbs.,"Plastics: Lg. Basins; K-Basins; Sm. Basins, etc.",No EXP,1/16/2013,,,,x
X158,L - 23 lbs.,Plastics: 18 Lg. Basins; 11 K-Basins; 32 Sm. Square Trays; 33 Lg. Trays; Measuring Cups,No EXP,1/16/2013,,,,x
X159,L - 17 lbs.,Plastics: Basins (39); Trays (8); Pitchers (27),No EXP,1/28/2013,,,,x
X160,L - 19 lbs.,Plastics: Lg. Trays; Lg. Round Basins; K-Basins,No EXP,1/28/2013,,,,x
X161,L - 19 lbs.,"Plastics: Trays, Emesis Basins, etc.",No EXP,2/6/2013,,,,x
X162,L - 24.5 lbs.,"Plastics: Basins, Pitchers, etc.",No EXP,2/18/2013,,,,x
X163,L - 26 lbs.,White Paper Towels,No EXP,2/20/2013,,,,x
X164,L - 18.0 lbs.,Other Plastics: 32 Emesis; 18 Sm. Plastic Bowls; 7 Measuring Cups; 35 Lg. Basins,No EXP,3/26/2013,,,,x
X165,L - 20 lbs.,Plastics: Blue Basins; Pitchers; Emesis Basins,No EXP,4/12/2013,,,,x
X166,L - 23.0 lbs.,Plastics: Basins; Bowls; Etc.,No EXP,5/13/2013,,,,x
X167,L - 23.8 lbs.,Plastics: Basins; Bowls; Etc.,No EXP,5/13/2013,,,,x
X168,L - 22.6 lbs.,Plastics: 22 Lg. Round Bowls; 7 Lg. Sq. Basins; 8 Trays; 1 Graduated; 95 Emesis; 21 Round Bowls,No EXP,7/11/2013,,,,x
X169,L - 20.6 lbs.,Plastics: 19 Lg. Round Bowls; 8 Lg. Sq. Basins; 11 Trays; 24 Sm. Sq. Bowls; 6 Pitchers; 48 Emesis,No EXP,7/11/2013,,,,x
X170,L - 25.2 lbs.,Plastics: 14 Trays; 26 Lg. Round Basins; 16 Lg. Sq. Basins; 61 Emesis; 20 Sm. Bowls; 1 Lg. Pitcher; 6 Sm. Pitchers,No EXP,7/11/2013,,,,x
X171,L - 26.0 lbs.,Plastics: 26 Trays; 31 Lg. Round Basins; 6 Pitchers; 10 Bowls; 35 Emesis; 6 Graduates,No EXP,7/11/2013,,,,x
X172,L - 26.2 lbs.,Plastics: 17 Trays; 26 Lg. Round Basins; 91 Emesis; 38 Sm. Bowls; 13 Lg. Rect. Basins,No EXP,7/11/2013,,,,x
X173,L - 29.0 lbs.,Plastics: 11 trays; 46 Lg. Round Basins; 11 Graduates; 4 Pitchers; 72 Emesis; 7 Wash Basins; 7 Sm. Bowls,No EXP,8/7/2013,,,,x
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
